customer_id;number_of_orders; ingresos;date_most_recent
9594;1;161981;5/03/2021
9595;1;230394;20/02/2021
9596;1;233019;19/02/2021
9597;1;261548;15/02/2021
9598;1;337498;8/03/2021
9599;1;285617;5/02/2021
9600;1;301595;5/03/2021
9601;1;271915;9/01/2021
9602;1;298949;5/03/2021
9603;1;235919;4/01/2021
9604;1;243839;11/03/2021
9605;1;253167;5/03/2021
9606;1;70252;21/12/2020
9607;1;123996;5/03/2021
9608;1;237235;28/12/2020
9609;1;323960;18/02/2021
9610;1;273772;27/02/2021
9611;1;374485;26/12/2020
9612;1;353091;16/02/2021
9613;1;314144;6/03/2021
9614;1;250704;8/03/2021
9615;1;78297;29/01/2021
9616;1;159478;5/03/2021
9617;1;306344;5/03/2021
9618;1;142777;24/12/2020
9619;1;214936;5/03/2021
9620;1;328966;24/12/2020
9621;1;196088;23/02/2021
9622;1;196108;26/02/2021
9623;1;307927;4/01/2021
9624;1;368284;25/02/2021
9625;1;229926;15/02/2021
9626;1;121585;7/01/2021
9627;1;245916;28/01/2021
9628;1;347673;1/03/2021
9629;1;211839;2/03/2021
9630;1;358779;18/01/2021
9631;1;314410;5/03/2021
9632;1;249938;15/01/2021
9633;1;243248;20/01/2021
9634;1;288024;18/12/2020
9635;1;305325;19/01/2021
9636;1;315968;19/03/2021
9637;1;92013;30/12/2020
9638;1;148281;22/12/2020
9639;1;231481;13/01/2021
9640;1;232728;16/01/2021
9641;1;222798;11/03/2021
9642;1;276506;15/01/2021
9643;1;261032;29/01/2021
9644;1;238339;19/01/2021
9645;1;293715;5/03/2021
9646;1;305625;28/12/2020
9647;1;294749;29/01/2021
9648;1;279424;6/03/2021
9649;1;254091;4/02/2021
9650;1;224906;6/02/2021
9651;1;182789;18/01/2021
9652;1;208370;5/03/2021
9653;1;294095;30/01/2021
9654;1;216573;13/03/2021
9655;1;204309;4/03/2021
9656;1;347579;5/03/2021
9657;1;314254;5/03/2021
9658;1;87690;26/02/2021
9659;1;370539;24/03/2021
9660;1;109365;4/03/2021
9661;1;177289;5/03/2021
9662;1;187774;29/01/2021
9663;1;133432;25/01/2021
9664;1;245828;17/02/2021
9665;1;193774;20/02/2021
9666;1;200589;12/03/2021
9667;1;281645;9/02/2021
9668;1;380103;8/02/2021
9669;1;263161;4/01/2021
9670;1;225574;19/02/2021
9671;1;280586;13/02/2021
9672;1;145082;13/03/2021
9673;1;248584;6/02/2021
9674;1;251736;3/02/2021
9675;1;136767;11/01/2021
9676;1;349197;4/01/2021
9677;1;377530;5/03/2021
9678;1;189886;13/12/2020
9679;1;291402;5/03/2021
9680;1;215608;16/12/2020
9681;1;209874;8/03/2021
9682;1;134387;5/03/2021
9683;1;172807;4/03/2021
9684;1;223364;5/03/2021
9685;1;142953;5/03/2021
9686;1;235145;22/01/2021
9687;1;273461;10/01/2021
9688;1;246604;7/01/2021
9689;1;134725;1/02/2021
9690;1;270801;27/02/2021
9691;1;227758;2/03/2021
9692;1;226086;5/03/2021
9693;1;286686;5/03/2021
9694;1;178025;9/03/2021
9695;1;309259;15/02/2021
9696;1;166502;17/03/2021
9697;1;306392;30/12/2020
9698;1;281676;31/01/2021
9699;1;122120;4/02/2021
9700;1;249771;4/02/2021
9701;1;371693;5/03/2021
9702;1;237238;12/03/2021
9703;1;223157;28/01/2021
9704;1;236576;5/03/2021
9705;1;291408;26/12/2020
9706;1;388973;26/12/2020
9707;1;162845;28/02/2021
9708;1;111640;16/12/2020
9709;1;108871;5/03/2021
9710;1;129977;28/02/2021
9711;1;237178;19/03/2021
9712;1;331638;5/03/2021
9713;1;310480;5/01/2021
9714;1;303071;16/02/2021
9715;1;161216;18/01/2021
9716;1;205999;22/01/2021
9717;1;213078;8/02/2021
9718;1;240244;8/01/2021
9719;1;310644;7/01/2021
9720;1;212953;15/01/2021
9721;1;185559;25/02/2021
9722;1;354738;18/12/2020
9723;1;241944;11/02/2021
9724;1;325271;18/01/2021
9725;1;53936;29/12/2020
9726;1;139775;9/02/2021
9727;1;303944;5/03/2021
9728;1;305492;21/01/2021
9729;1;243399;5/03/2021
9730;1;218387;5/03/2021
9731;1;282861;5/03/2021
9732;1;215327;13/01/2021
9733;1;240354;27/01/2021
9734;1;243443;5/03/2021
9735;1;268932;14/03/2021
9736;1;297574;10/01/2021
9737;1;75983;5/03/2021
9738;1;228299;16/12/2020
9739;1;249668;13/02/2021
9740;1;204225;5/03/2021
9741;1;355686;5/03/2021
9742;1;282649;10/02/2021
9743;1;226131;27/02/2021
9744;1;281995;5/03/2021
9745;1;184938;3/02/2021
9746;1;330164;20/01/2021
9747;1;140458;3/01/2021
9748;1;153577;15/02/2021
9749;1;224016;5/03/2021
9750;1;142008;29/01/2021
9751;1;247101;6/03/2021
9752;1;162883;20/01/2021
9753;1;231646;29/01/2021
9754;1;78976;25/02/2021
9755;1;199266;6/03/2021
9756;1;277433;29/03/2021
9757;1;213403;6/03/2021
9758;1;263296;6/03/2021
9759;1;371376;9/01/2021
9760;1;275118;6/03/2021
9761;1;262472;12/02/2021
9762;1;380478;27/02/2021
9763;1;172003;6/03/2021
9764;1;156888;11/01/2021
9765;1;234637;4/02/2021
9766;1;317606;13/02/2021
9767;1;255908;6/03/2021
9768;1;142986;6/03/2021
9769;1;135509;28/01/2021
9770;1;280524;3/03/2021
9771;1;177465;5/03/2021
9772;1;257142;4/03/2021
9773;1;311306;13/02/2021
9774;1;210490;13/02/2021
9775;1;90969;29/01/2021
9776;1;340037;11/02/2021
9777;1;262301;8/03/2021
9778;1;217682;24/02/2021
9779;1;312306;13/02/2021
9780;1;188759;11/01/2021
9781;1;101870;24/02/2021
9782;1;384395;6/03/2021
9783;1;47454;29/12/2020
9784;1;358608;28/02/2021
9785;1;206788;6/03/2021
9786;1;156929;6/03/2021
9787;1;204031;6/03/2021
9788;1;101806;29/12/2020
9789;1;134029;11/03/2021
9790;1;290424;2/02/2021
9791;1;214106;13/03/2021
9792;1;151326;13/02/2021
9793;1;223182;18/01/2021
9794;1;232816;8/02/2021
9795;1;240472;6/03/2021
9796;1;256308;25/02/2021
9797;1;151292;9/03/2021
9798;1;162552;30/01/2021
9799;1;238244;22/01/2021
9800;1;150208;30/12/2020
9801;1;236016;28/01/2021
9802;1;69211;29/01/2021
9803;1;275088;28/01/2021
9804;1;200223;9/01/2021
9805;1;150921;27/01/2021
9806;1;145798;6/03/2021
9807;1;230990;19/02/2021
9808;1;198790;22/12/2020
9809;1;359344;24/02/2021
9810;1;323474;29/01/2021
9811;1;248330;19/02/2021
9812;1;303042;23/01/2021
9813;1;243454;10/01/2021
9814;1;211305;4/02/2021
9815;1;208992;30/01/2021
9816;1;220949;6/03/2021
9817;1;277289;28/12/2020
9818;1;284899;23/01/2021
9819;1;208657;28/12/2020
9820;1;269104;15/03/2021
9821;1;167796;27/02/2021
9822;1;332670;13/02/2021
9823;1;375421;14/12/2020
9824;1;372487;28/12/2020
9825;1;95521;26/12/2020
9826;1;131184;9/02/2021
9827;1;139712;13/01/2021
9828;1;169986;16/03/2021
9829;1;292000;17/12/2020
9830;1;260292;6/03/2021
9831;1;152885;6/03/2021
9832;1;181104;27/01/2021
9833;1;377166;20/02/2021
9834;1;293597;10/03/2021
9835;1;175843;6/02/2021
9836;1;295371;19/02/2021
9837;1;259878;24/12/2020
9838;1;242410;6/03/2021
9839;1;331691;20/03/2021
9840;1;227967;10/01/2021
9841;1;289355;13/03/2021
9842;1;207181;11/02/2021
9843;1;314259;4/02/2021
9844;1;166512;16/03/2021
9845;1;298318;24/02/2021
9846;1;177556;5/02/2021
9847;1;348268;6/03/2021
9848;1;250844;2/01/2021
9849;1;210256;6/03/2021
9850;1;227903;14/02/2021
9851;1;156235;6/03/2021
9852;1;75251;8/02/2021
9853;1;208192;23/01/2021
9854;1;394221;14/12/2020
9855;1;268135;2/02/2021
9856;1;56722;23/12/2020
9857;1;149051;25/02/2021
9858;1;345639;6/03/2021
9859;1;212470;11/02/2021
9860;1;219368;20/03/2021
9861;1;143570;10/03/2021
9862;1;234143;30/01/2021
9863;1;282601;16/01/2021
9864;1;308398;15/03/2021
9865;1;158234;8/02/2021
9866;1;229399;21/02/2021
9867;1;101792;24/02/2021
9868;1;329416;29/01/2021
9869;1;186106;6/03/2021
9870;1;233752;8/01/2021
9871;1;189581;17/12/2020
9872;1;343204;15/02/2021
9873;1;130573;9/02/2021
9874;1;190787;18/01/2021
9875;1;282034;14/02/2021
9876;1;174390;16/02/2021
9877;1;121962;29/01/2021
9878;1;264612;1/03/2021
9879;1;238187;22/02/2021
9880;1;128837;16/12/2020
9881;1;228212;26/01/2021
9882;1;366913;6/03/2021
9883;1;161039;3/02/2021
9884;1;206222;17/02/2021
9885;1;220065;20/03/2021
9886;1;230071;3/01/2021
9887;1;195082;26/01/2021
9888;1;280610;12/03/2021
9889;1;138415;7/03/2021
9890;1;139904;22/02/2021
9891;1;311800;16/03/2021
9892;1;198641;9/01/2021
9893;1;306647;5/02/2021
9894;1;282341;4/03/2021
9895;1;181239;16/01/2021
9896;1;245641;31/12/2020
9897;1;204069;21/02/2021
9898;1;393214;21/12/2020
9899;1;162390;6/03/2021
9900;1;219417;7/03/2021
9901;1;170314;13/02/2021
9902;1;305015;6/03/2021
9903;1;200414;26/01/2021
9904;1;171715;18/02/2021
9905;1;324539;7/02/2021
9906;1;382770;26/01/2021
9907;1;132251;29/12/2020
9908;1;249114;11/03/2021
9909;1;93078;5/03/2021
9910;1;199898;4/03/2021
9911;1;145921;30/01/2021
9912;1;277032;4/03/2021
9913;1;95186;3/02/2021
9914;1;92634;18/03/2021
9915;1;238275;23/01/2021
9916;1;216911;7/03/2021
9917;1;233516;5/02/2021
9918;1;252080;25/02/2021
9919;1;292759;28/02/2021
9920;1;115489;22/01/2021
9921;1;159906;15/03/2021
9922;1;233306;20/02/2021
9923;1;343152;9/02/2021
9924;1;168495;23/12/2020
9925;1;293916;8/02/2021
9926;1;118608;7/03/2021
9927;1;263228;6/03/2021
9928;1;210861;7/03/2021
9929;1;144765;21/01/2021
9930;1;209361;14/03/2021
9931;1;162453;23/03/2021
9932;1;99474;22/01/2021
9933;1;380370;28/01/2021
9934;1;384838;29/12/2020
9935;1;177151;14/01/2021
9936;1;212322;10/03/2021
9937;1;194473;9/01/2021
9938;1;213876;12/02/2021
9939;1;200019;28/01/2021
9940;1;231297;8/03/2021
9941;1;288097;12/01/2021
9942;1;314228;9/03/2021
9943;1;260657;8/03/2021
9944;1;334062;31/03/2021
9945;1;48841;21/12/2020
9946;1;239025;6/02/2021
9947;1;149262;16/02/2021
9948;1;286166;8/03/2021
9949;1;252125;23/01/2021
9950;1;245611;17/03/2021
9951;1;354433;21/12/2020
9952;1;119251;24/02/2021
9953;1;290053;2/02/2021
9954;1;349191;19/02/2021
9955;1;282251;8/03/2021
9956;1;234129;23/12/2020
9957;1;122873;11/03/2021
9958;1;221738;22/02/2021
9959;1;370469;2/03/2021
9960;1;338859;8/02/2021
9961;1;347371;8/02/2021
9962;1;144565;3/02/2021
9963;1;137494;31/12/2020
9964;1;186428;5/03/2021
9965;1;162122;13/02/2021
9966;1;256995;17/03/2021
9967;1;185309;8/03/2021
9968;1;257485;13/03/2021
9969;1;315504;28/12/2020
9970;1;343291;5/03/2021
9971;1;231338;30/01/2021
9972;1;197061;3/03/2021
9973;1;186237;19/02/2021
9974;1;361824;1/03/2021
9975;1;277655;20/01/2021
9976;1;137102;8/03/2021
9977;1;256275;8/03/2021
9978;1;248920;12/02/2021
9979;1;221550;9/01/2021
9980;1;329602;8/03/2021
9981;1;291370;6/03/2021
9982;1;261314;9/02/2021
9983;1;201200;8/03/2021
9984;1;245890;8/03/2021
9985;1;210295;25/03/2021
9986;1;196134;4/02/2021
9987;1;326494;8/03/2021
9988;1;218901;6/01/2021
9989;1;221931;9/12/2020
9990;1;285079;25/02/2021
9991;1;353414;29/12/2020
9992;1;253710;8/03/2021
9993;1;231925;26/01/2021
9994;1;48294;16/01/2021
9995;1;245602;28/01/2021
9996;1;191207;8/03/2021
9997;1;277305;4/03/2021
9998;1;230257;8/03/2021
9999;1;226653;12/03/2021
10000;1;403741;23/12/2020
10001;1;149009;30/12/2020
10002;1;223123;7/01/2021
10003;1;274927;8/03/2021
10004;1;58326;8/03/2021
10005;1;194804;13/02/2021
10006;1;173317;29/01/2021
10007;1;64177;6/12/2020
10008;1;248398;8/03/2021
10009;1;280187;27/12/2020
10010;1;351231;8/03/2021
10011;1;127291;15/01/2021
10012;1;163482;8/03/2021
10013;1;140423;20/01/2021
10014;1;360769;15/01/2021
10015;1;311119;11/02/2021
10016;1;145541;21/01/2021
10017;1;255613;21/01/2021
10018;1;247161;9/03/2021
10019;1;243205;8/03/2021
10020;1;380769;31/12/2020
10021;1;335137;22/03/2021
10022;1;317492;8/03/2021
10023;1;189496;18/02/2021
10024;1;200936;2/01/2021
10025;1;254128;9/03/2021
10026;1;222702;14/01/2021
10027;1;285457;18/02/2021
10028;1;92098;31/12/2020
10029;1;266300;18/02/2021
10030;1;223202;8/03/2021
10031;1;154975;16/03/2021
10032;1;207253;10/12/2020
10033;1;170059;10/01/2021
10034;1;252118;12/03/2021
10035;1;175246;8/03/2021
10036;1;312056;9/02/2021
10037;1;219222;23/02/2021
10038;1;244973;26/03/2021
10039;1;156245;11/02/2021
10040;1;358783;8/03/2021
10041;1;251991;8/03/2021
10042;1;239945;9/01/2021
10043;1;221235;4/02/2021
10044;1;343410;8/03/2021
10045;1;367452;8/01/2021
10046;1;254542;12/02/2021
10047;1;313179;17/03/2021
10048;1;123271;8/02/2021
10049;1;377864;24/02/2021
10050;1;173502;8/03/2021
10051;1;406333;6/02/2021
10052;1;167281;23/01/2021
10053;1;305026;17/02/2021
10054;1;165556;6/02/2021
10055;1;108340;5/01/2021
10056;1;213979;20/03/2021
10057;1;157252;23/01/2021
10058;1;219611;26/01/2021
10059;1;237322;25/01/2021
10060;1;194785;2/01/2021
10061;1;246806;15/02/2021
10062;1;309219;8/03/2021
10063;1;190055;11/03/2021
10064;1;188867;17/02/2021
10065;1;45807;24/12/2020
10066;1;303142;8/02/2021
10067;1;93485;7/01/2021
10068;1;275796;17/02/2021
10069;1;141460;21/02/2021
10070;1;178117;9/03/2021
10071;1;270250;18/02/2021
10072;1;76707;9/02/2021
10073;1;226631;7/01/2021
10074;1;197389;29/01/2021
10075;1;211335;25/01/2021
10076;1;164999;11/01/2021
10077;1;183475;15/03/2021
10078;1;297143;25/03/2021
10079;1;379757;16/01/2021
10080;1;231643;9/03/2021
10081;1;209797;30/12/2020
10082;1;271914;17/02/2021
10083;1;224710;9/03/2021
10084;1;285774;3/02/2021
10085;1;225780;9/03/2021
10086;1;408776;28/01/2021
10087;1;253868;30/01/2021
10088;1;226077;23/12/2020
10089;1;226208;9/03/2021
10090;1;347804;6/01/2021
10091;1;283356;27/02/2021
10092;1;239751;9/03/2021
10093;1;233149;6/02/2021
10094;1;270337;26/01/2021
10095;1;188602;9/03/2021
10096;1;258082;26/02/2021
10097;1;215560;27/02/2021
10098;1;377345;12/02/2021
10099;1;117653;17/02/2021
10100;1;264741;26/02/2021
10101;1;195822;3/02/2021
10102;1;283561;27/02/2021
10103;1;234680;9/03/2021
10104;1;303285;17/01/2021
10105;1;152001;17/02/2021
10106;1;258681;3/03/2021
10107;1;318082;3/03/2021
10108;1;118050;9/03/2021
10109;1;174138;17/02/2021
10110;1;108924;26/01/2021
10111;1;182056;30/12/2020
10112;1;287012;26/02/2021
10113;1;396885;10/02/2021
10114;1;52572;27/01/2021
10115;1;179347;9/03/2021
10116;1;225015;19/01/2021
10117;1;186816;9/03/2021
10118;1;170039;12/01/2021
10119;1;311108;21/01/2021
10120;1;239824;13/03/2021
10121;1;248300;9/03/2021
10122;1;69085;20/01/2021
10123;1;298892;7/01/2021
10124;1;281959;12/01/2021
10125;1;236468;6/02/2021
10126;1;212034;28/01/2021
10127;1;129019;15/12/2020
10128;1;414604;26/12/2020
10129;1;414381;19/12/2020
10130;1;359393;14/01/2021
10131;1;198276;27/12/2020
10132;1;62013;24/12/2020
10133;1;188967;9/01/2021
10134;1;309652;12/12/2020
10135;1;151601;19/03/2021
10136;1;247427;9/03/2021
10137;1;213938;11/03/2021
10138;1;274257;5/03/2021
10139;1;163684;4/01/2021
10140;1;261591;12/03/2021
10141;1;353292;13/02/2021
10142;1;209879;9/03/2021
10143;1;229449;10/01/2021
10144;1;393503;4/03/2021
10145;1;135310;19/02/2021
10146;1;270807;9/03/2021
10147;1;288090;9/03/2021
10148;1;282336;22/01/2021
10149;1;307101;22/03/2021
10150;1;379312;19/12/2020
10151;1;218245;9/03/2021
10152;1;263058;14/01/2021
10153;1;176524;5/01/2021
10154;1;296695;12/02/2021
10155;1;207190;20/03/2021
10156;1;248561;26/01/2021
10157;1;162455;9/03/2021
10158;1;193617;22/02/2021
10159;1;169460;18/03/2021
10160;1;313526;19/12/2020
10161;1;219401;25/02/2021
10162;1;253851;2/02/2021
10163;1;409611;26/12/2020
10164;1;222816;25/02/2021
10165;1;177812;14/12/2020
10166;1;212424;2/03/2021
10167;1;285264;23/02/2021
10168;1;276102;9/03/2021
10169;1;211669;1/02/2021
10170;1;272661;9/03/2021
10171;1;223053;9/03/2021
10172;1;243810;16/02/2021
10173;1;219475;18/02/2021
10174;1;47381;30/12/2020
10175;1;169634;14/03/2021
10176;1;308785;14/03/2021
10177;1;179365;22/02/2021
10178;1;254488;3/02/2021
10179;1;175181;18/03/2021
10180;1;118793;28/02/2021
10181;1;169938;5/02/2021
10182;1;275274;22/01/2021
10183;1;189654;9/03/2021
10184;1;116317;12/01/2021
10185;1;229829;29/01/2021
10186;1;288822;2/02/2021
10187;1;116795;16/02/2021
10188;1;262186;6/02/2021
10189;1;186358;30/01/2021
10190;1;141531;16/02/2021
10191;1;76115;31/12/2020
10192;1;261463;8/03/2021
10193;1;345897;18/12/2020
10194;1;215333;1/02/2021
10195;1;264145;7/03/2021
10196;1;228267;13/01/2021
10197;1;316124;29/12/2020
10198;1;224941;10/03/2021
10199;1;105923;12/02/2021
10200;1;171342;5/03/2021
10201;1;241054;2/02/2021
10202;1;115607;22/02/2021
10203;1;193909;10/03/2021
10204;1;303387;10/03/2021
10205;1;243014;5/03/2021
10206;1;363226;10/03/2021
10207;1;185167;20/03/2021
10208;1;137895;30/01/2021
10209;1;380859;10/03/2021
10210;1;287570;18/01/2021
10211;1;231350;30/01/2021
10212;1;240901;17/02/2021
10213;1;161409;27/01/2021
10214;1;399385;20/01/2021
10215;1;212638;11/01/2021
10216;1;237224;1/02/2021
10217;1;253645;10/03/2021
10218;1;195582;1/02/2021
10219;1;199386;23/01/2021
10220;1;238187;13/03/2021
10221;1;300164;19/02/2021
10222;1;294592;7/02/2021
10223;1;278043;2/03/2021
10224;1;159392;10/03/2021
10225;1;285809;29/01/2021
10226;1;260444;10/03/2021
10227;1;140835;14/01/2021
10228;1;395766;16/03/2021
10229;1;328771;14/01/2021
10230;1;119049;10/03/2021
10231;1;246509;10/02/2021
10232;1;117631;17/12/2020
10233;1;262962;23/01/2021
10234;1;126067;15/02/2021
10235;1;168403;11/02/2021
10236;1;359645;10/03/2021
10237;1;361409;2/02/2021
10238;1;225341;10/03/2021
10239;1;147844;2/02/2021
10240;1;368837;22/01/2021
10241;1;328877;27/12/2020
10242;1;266149;10/03/2021
10243;1;270334;6/02/2021
10244;1;135150;30/01/2021
10245;1;191535;10/03/2021
10246;1;256204;12/02/2021
10247;1;382486;5/02/2021
10248;1;223236;6/02/2021
10249;1;268106;21/01/2021
10250;1;357400;14/02/2021
10251;1;133889;10/03/2021
10252;1;260607;21/12/2020
10253;1;367222;8/03/2021
10254;1;310282;1/03/2021
10255;1;287073;15/12/2020
10256;1;302891;28/12/2020
10257;1;355851;10/03/2021
10258;1;181725;2/01/2021
10259;1;277293;14/03/2021
10260;1;302324;15/02/2021
10261;1;196314;10/03/2021
10262;1;215764;1/02/2021
10263;1;240199;10/03/2021
10264;1;328169;10/03/2021
10265;1;346547;15/02/2021
10266;1;301303;11/01/2021
10267;1;381284;22/02/2021
10268;1;236891;10/03/2021
10269;1;147480;25/02/2021
10270;1;224436;4/02/2021
10271;1;208865;23/02/2021
10272;1;300975;10/03/2021
10273;1;253921;13/01/2021
10274;1;211332;8/03/2021
10275;1;341504;27/01/2021
10276;1;201616;10/03/2021
10277;1;208516;20/02/2021
10278;1;112040;2/02/2021
10279;1;325278;4/02/2021
10280;1;183488;10/03/2021
10281;1;210680;3/03/2021
10282;1;242583;2/01/2021
10283;1;190228;10/03/2021
10284;1;220445;10/02/2021
10285;1;86608;3/03/2021
10286;1;259153;17/02/2021
10287;1;376691;19/01/2021
10288;1;233925;18/02/2021
10289;1;151129;16/01/2021
10290;1;145567;18/03/2021
10291;1;301049;29/01/2021
10292;1;293540;27/01/2021
10293;1;380093;31/12/2020
10294;1;302572;29/01/2021
10295;1;208871;11/01/2021
10296;1;305896;8/02/2021
10297;1;161479;31/01/2021
10298;1;288307;6/03/2021
10299;1;286557;4/02/2021
10300;1;330796;12/01/2021
10301;1;245234;10/03/2021
10302;1;218337;20/01/2021
10303;1;346456;10/03/2021
10304;1;140209;10/03/2021
10305;1;261181;30/01/2021
10306;1;332275;29/03/2021
10307;1;203026;9/12/2020
10308;1;283993;10/03/2021
10309;1;319891;7/01/2021
10310;1;264709;6/01/2021
10311;1;312468;15/01/2021
10312;1;274932;28/02/2021
10313;1;299994;19/01/2021
10314;1;62657;3/02/2021
10315;1;237592;10/03/2021
10316;1;261331;24/01/2021
10317;1;198568;23/02/2021
10318;1;146817;25/01/2021
10319;1;248511;30/01/2021
10320;1;99645;10/03/2021
10321;1;292402;22/02/2021
10322;1;181562;21/03/2021
10323;1;313828;10/03/2021
10324;1;227007;26/01/2021
10325;1;354720;13/03/2021
10326;1;222011;6/02/2021
10327;1;261373;6/02/2021
10328;1;339804;9/03/2021
10329;1;216749;8/02/2021
10330;1;202643;11/03/2021
10331;1;255506;10/02/2021
10332;1;309649;13/02/2021
10333;1;235581;23/03/2021
10334;1;266737;27/02/2021
10335;1;121802;11/03/2021
10336;1;235161;17/03/2021
10337;1;155668;19/03/2021
10338;1;246043;18/03/2021
10339;1;151668;10/01/2021
10340;1;259727;8/02/2021
10341;1;344064;15/03/2021
10342;1;245146;18/02/2021
10343;1;97167;6/01/2021
10344;1;163686;5/03/2021
10345;1;202510;11/03/2021
10346;1;129434;9/02/2021
10347;1;158208;15/02/2021
10348;1;104256;31/12/2020
10349;1;237162;8/02/2021
10350;1;237648;4/02/2021
10351;1;272406;28/01/2021
10352;1;259999;2/03/2021
10353;1;237269;3/02/2021
10354;1;177672;11/03/2021
10355;1;283502;18/02/2021
10356;1;113251;24/01/2021
10357;1;305202;10/03/2021
10358;1;215478;18/03/2021
10359;1;283387;22/02/2021
10360;1;267646;11/03/2021
10361;1;285113;6/02/2021
10362;1;347851;29/01/2021
10363;1;163213;21/02/2021
10364;1;233719;4/02/2021
10365;1;183401;6/02/2021
10366;1;204430;11/01/2021
10367;1;172567;10/02/2021
10368;1;269917;11/03/2021
10369;1;372690;12/12/2020
10370;1;260527;11/03/2021
10371;1;236829;1/03/2021
10372;1;263065;6/01/2021
10373;1;300396;26/02/2021
10374;1;372945;23/02/2021
10375;1;79410;6/01/2021
10376;1;311792;11/03/2021
10377;1;228381;19/03/2021
10378;1;97914;16/02/2021
10379;1;237814;3/02/2021
10380;1;158912;12/03/2021
10381;1;290038;9/03/2021
10382;1;231011;11/03/2021
10383;1;132582;23/02/2021
10384;1;248845;16/01/2021
10385;1;133909;9/12/2020
10386;1;167534;9/03/2021
10387;1;104417;2/03/2021
10388;1;263627;9/02/2021
10389;1;194768;27/03/2021
10390;1;147555;18/02/2021
10391;1;384257;25/01/2021
10392;1;148928;5/02/2021
10393;1;221673;22/02/2021
10394;1;300289;3/03/2021
10395;1;295507;8/01/2021
10396;1;197840;16/01/2021
10397;1;236517;18/01/2021
10398;1;356426;2/03/2021
10399;1;319042;11/01/2021
10400;1;289493;16/03/2021
10401;1;157790;15/01/2021
10402;1;220678;20/02/2021
10403;1;264454;25/03/2021
10404;1;85744;18/02/2021
10405;1;136349;11/03/2021
10406;1;156365;18/03/2021
10407;1;129542;5/02/2021
10408;1;178703;19/03/2021
10409;1;274734;6/01/2021
10410;1;259784;10/01/2021
10411;1;99139;17/12/2020
10412;1;135406;3/02/2021
10413;1;240023;16/01/2021
10414;1;300351;2/02/2021
10415;1;209105;27/02/2021
10416;1;407182;18/02/2021
10417;1;155012;10/02/2021
10418;1;270325;11/02/2021
10419;1;151716;11/12/2020
10420;1;206902;19/03/2021
10421;1;268314;19/01/2021
10422;1;208421;3/03/2021
10423;1;260426;6/01/2021
10424;1;178902;14/03/2021
10425;1;207884;11/03/2021
10426;1;229536;11/03/2021
10427;1;125729;25/02/2021
10428;1;341077;11/02/2021
10429;1;282199;2/03/2021
10430;1;260299;8/02/2021
10431;1;238346;22/01/2021
10432;1;55770;15/02/2021
10433;1;392450;24/02/2021
10434;1;362212;8/02/2021
10435;1;154046;20/01/2021
10436;1;211196;31/12/2020
10437;1;259233;12/03/2021
10438;1;275991;16/02/2021
10439;1;277203;2/01/2021
10440;1;239590;12/03/2021
10441;1;255078;22/01/2021
10442;1;264470;16/03/2021
10443;1;99395;2/01/2021
10444;1;281112;27/01/2021
10445;1;251087;21/02/2021
10446;1;302228;3/01/2021
10447;1;256400;14/03/2021
10448;1;287279;12/03/2021
10449;1;270866;19/02/2021
10450;1;203899;6/02/2021
10451;1;150196;6/02/2021
10452;1;208438;12/03/2021
10453;1;164147;22/01/2021
10454;1;341814;23/01/2021
10455;1;176803;24/01/2021
10456;1;220727;5/03/2021
10457;1;296838;12/12/2020
10458;1;162109;1/03/2021
10459;1;265011;26/01/2021
10460;1;182584;12/03/2021
10461;1;140629;12/03/2021
10462;1;90517;23/12/2020
10463;1;378299;17/01/2021
10464;1;287830;16/03/2021
10465;1;237028;12/03/2021
10466;1;258862;23/01/2021
10467;1;263427;23/03/2021
10468;1;285150;12/03/2021
10469;1;378107;12/03/2021
10470;1;112851;12/03/2021
10471;1;91578;6/02/2021
10472;1;250218;26/02/2021
10473;1;214249;6/03/2021
10474;1;350246;12/03/2021
10475;1;164313;12/03/2021
10476;1;214479;11/01/2021
10477;1;392812;4/02/2021
10478;1;46014;18/02/2021
10479;1;357682;16/12/2020
10480;1;186266;23/03/2021
10481;1;343478;16/12/2020
10482;1;105286;4/03/2021
10483;1;277446;13/01/2021
10484;1;340140;27/01/2021
10485;1;345599;31/12/2020
10486;1;349348;10/01/2021
10487;1;190431;7/02/2021
10488;1;108915;23/02/2021
10489;1;189612;23/01/2021
10490;1;151863;13/01/2021
10491;1;213053;24/12/2020
10492;1;214659;6/02/2021
10493;1;279816;12/03/2021
10494;1;375252;20/12/2020
10495;1;165410;25/02/2021
10496;1;285852;26/02/2021
10497;1;293467;12/02/2021
10498;1;232473;17/02/2021
10499;1;300404;12/03/2021
10500;1;329572;29/01/2021
10501;1;231113;29/12/2020
10502;1;128331;12/03/2021
10503;1;235931;12/03/2021
10504;1;381832;25/02/2021
10505;1;193093;25/01/2021
10506;1;84458;18/02/2021
10507;1;374032;17/03/2021
10508;1;111819;26/02/2021
10509;1;169013;22/02/2021
10510;1;301312;19/02/2021
10511;1;104453;12/03/2021
10512;1;142165;12/03/2021
10513;1;169087;24/02/2021
10514;1;170021;12/03/2021
10515;1;179538;8/02/2021
10516;1;308356;12/03/2021
10517;1;181111;27/01/2021
10518;1;254627;18/02/2021
10519;1;310408;10/02/2021
10520;1;134696;19/01/2021
10521;1;213929;5/02/2021
10522;1;330935;9/03/2021
10523;1;190543;21/01/2021
10524;1;111760;22/02/2021
